Neighborhood Name,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Misericordia,38.711389,-9.148056,CINCO Lounge,38.714267331715384,-9.14965059781755,Lounge
Misericordia,38.711389,-9.148056,Pastelaria Camões,38.71078677688731,-9.145074917461447,Café
Misericordia,38.711389,-9.148056,Teatro do Bairro,38.712273012243976,-9.145835415793352,Performing Arts Venue
Misericordia,38.711389,-9.148056,Café Boavida,38.70989275195361,-9.151624910619324,Café
Misericordia,38.711389,-9.148056,Santa Bica,38.709283863751146,-9.146468626453457,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Chutnify,38.71448897810452,-9.150019599900192,Indian Restaurant
Misericordia,38.711389,-9.148056,Enólogos Amadores,38.710294130357546,-9.146270943279815,Cocktail Bar
Misericordia,38.711389,-9.148056,Lisboa Cheia de Graça,38.71240039476539,-9.14502769941464,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Água no Bico,38.70935274812615,-9.151002599517053,Vegetarian / Vegan Restaurant
Misericordia,38.711389,-9.148056,Pastelaria Emenda,38.71068924220651,-9.144493649013896,Café
Misericordia,38.711389,-9.148056,Grapes & Bites,38.71208806241046,-9.14377404362488,Wine Bar
Misericordia,38.711389,-9.148056,Bistro Edelweiss,38.71313290323235,-9.151089484997604,Swiss Restaurant
Misericordia,38.711389,-9.148056,O Adamastor,38.71056537275383,-9.146475582050885,Mediterranean Restaurant
Misericordia,38.711389,-9.148056,Eclipse,38.71112129571393,-9.14411880102099,Bar
Misericordia,38.711389,-9.148056,Associação Loucos e Sonhadores,38.71458825902587,-9.146041058061224,Bar
Misericordia,38.711389,-9.148056,The Old Pharmacy,38.71237,-9.144227,Wine Bar
Misericordia,38.711389,-9.148056,1º de Maio,38.71087977662917,-9.145039568193425,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Arco da Velha,38.708347,-9.145913,Tea Room
Misericordia,38.711389,-9.148056,Casa do Bairro,38.70922801478024,-9.150622226367899,Bed & Breakfast
Misericordia,38.711389,-9.148056,Cork & CO,38.7109343773288,-9.144082958031419,Gift Shop
Misericordia,38.711389,-9.148056,Bicanela,38.71000866429295,-9.146325985252684,Bar
Misericordia,38.711389,-9.148056,Zebras do Combro,38.711041583890015,-9.14712869777415,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Pop Cereal Café,38.71187026074512,-9.143752324059445,Breakfast Spot
Misericordia,38.711389,-9.148056,Praça Luís de Camões,38.7106328812751,-9.143387067379718,Plaza
Misericordia,38.711389,-9.148056,Croissant Gigante,38.71176737076778,-9.14541207463879,Bistro
Misericordia,38.711389,-9.148056,Kitsch'n Live,38.71263292092409,-9.144996707906532,Bar
Misericordia,38.711389,-9.148056,Artis - Wine Bar,38.71256764746429,-9.144135652434471,Wine Bar
Misericordia,38.711389,-9.148056,Tapa Bucho,38.714249693602916,-9.144920653396232,Tapas Restaurant
Misericordia,38.711389,-9.148056,Alface Hall,38.7129026924732,-9.14374977350235,Bar
Misericordia,38.711389,-9.148056,Stasha,38.711273964939586,-9.143366152971247,Restaurant
Misericordia,38.711389,-9.148056,Baco Alto,38.71140540414976,-9.14358570953246,Wine Bar
Misericordia,38.711389,-9.148056,A Tabacaria,38.708196,-9.145872,Wine Bar
Misericordia,38.711389,-9.148056,Bar TR3S Lisboa,38.71433079722232,-9.149649514502913,Gay Bar
Misericordia,38.711389,-9.148056,Valdo Gatti,38.713146,-9.144038,Pizza Place
Misericordia,38.711389,-9.148056,Dear Breakfast,38.70967773619577,-9.151238525386281,Breakfast Spot
Misericordia,38.711389,-9.148056,La Brasserie de L'Entrecôte,38.71033318466834,-9.143292942070918,French Restaurant
Misericordia,38.711389,-9.148056,49 ZDB,38.71162110246143,-9.144486509568504,Bar
Misericordia,38.711389,-9.148056,Lisb'on Hostel,38.70856071787921,-9.14438033191656,Hostel
Misericordia,38.711389,-9.148056,Taberna da Rua das Flores,38.710106,-9.143566,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Café Janis,38.707561108069974,-9.147138590988673,Café
Misericordia,38.711389,-9.148056,Rosa da Rua,38.71467944976876,-9.145913455459223,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Hub New Lisbon,38.71463184251787,-9.14742532556185,Hotel
Misericordia,38.711389,-9.148056,Mezcal,38.71358975833767,-9.14442187728162,Bar
Misericordia,38.711389,-9.148056,Foxtrot,38.71399827673184,-9.151945098538782,Speakeasy
Misericordia,38.711389,-9.148056,Fábrica Coffee Roasters,38.709467232190626,-9.143496544511727,Café
Misericordia,38.711389,-9.148056,By the Wine - José Maria da Fonseca,38.709068117208346,-9.14359237224139,Wine Bar
Misericordia,38.711389,-9.148056,Flower Power,38.710880289703795,-9.146039791516449,Flower Shop
Misericordia,38.711389,-9.148056,A Primavera de Jerónimo,38.71150095314604,-9.143886115632743,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Il Matriciano,38.71214170956439,-9.152934785175853,Italian Restaurant
Misericordia,38.711389,-9.148056,Lisboa à Noite,38.712129592016844,-9.14343958934113,Restaurant
Misericordia,38.711389,-9.148056,Lisbon Five Stars Apartments Combro 77,38.71023761656562,-9.150774063573648,Resort
Misericordia,38.711389,-9.148056,Lisbon Winery,38.71121377660499,-9.144482464276585,Wine Bar
Misericordia,38.711389,-9.148056,Maria Caxuxa Bar,38.7112251258653,-9.14446096530934,Bar
Misericordia,38.711389,-9.148056,Simplesmente Pizza Bar,38.71250931170567,-9.144976076347424,Pizza Place
Misericordia,38.711389,-9.148056,Blend Bairro Alto,38.71110056779045,-9.143725062745073,Restaurant
Misericordia,38.711389,-9.148056,Principe do Calhariz,38.710973338122685,-9.146406035677074,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Chocolataria Equador,38.712242241389234,-9.143045614900151,Chocolate Shop
Misericordia,38.711389,-9.148056,Purex,38.71099789011073,-9.144388943820573,Gay Bar
Misericordia,38.711389,-9.148056,O Botanista,38.707626,-9.149533,Vegetarian / Vegan Restaurant
Misericordia,38.711389,-9.148056,Casa da Índia,38.7107530790548,-9.144940325884386,Portuguese Restaurant
Olivais,38.773611,-9.1175,Lisbon Cosy Hostel,38.771247425283924,-9.113260059269864,Hostel
Olivais,38.773611,-9.1175,A Galinha Gorda,38.7768098479747,-9.119543737883589,Restaurant
Olivais,38.773611,-9.1175,Boa Sorte,38.776434166538806,-9.119288092624263,Chinese Restaurant
Olivais,38.773611,-9.1175,Restaurante Nicogrilo,38.77476335089846,-9.1133701450499,BBQ Joint
Olivais,38.773611,-9.1175,Metro Encarnação [VM],38.77494501369466,-9.115424236907973,Metro Station
Olivais,38.773611,-9.1175,Núbia,38.77051996488574,-9.117539,Jewelry Store
Olivais,38.773611,-9.1175,Mercado da Encarnação,38.77207711077488,-9.113486315049952,Market
Olivais,38.773611,-9.1175,O Crepe,38.777316120801665,-9.11868940329624,Café
Olivais,38.773611,-9.1175,Adega Do Norte,38.77746444249037,-9.118349003979143,Restaurant
Parque das Nacoes,38.768056,-9.093889,Altice Arena,38.768606517867774,-9.094061851501465,Stadium
Parque das Nacoes,38.768056,-9.093889,The Old House,38.7702357220811,-9.09234315287649,Chinese Restaurant
Parque das Nacoes,38.768056,-9.093889,Esplanada Vasco da Gama,38.76765130205824,-9.096164238675328,Scenic Lookout
Parque das Nacoes,38.768056,-9.093889,Amorino,38.767635,-9.096218,Ice Cream Shop
Parque das Nacoes,38.768056,-9.093889,Sala Tejo,38.76841491607374,-9.092492767946386,Event Space
Parque das Nacoes,38.768056,-9.093889,Centro Comercial Vasco da Gama,38.76767738486184,-9.09686896204392,Shopping Mall
Parque das Nacoes,38.768056,-9.093889,Italian Burger House,38.76787223207724,-9.09614713803328,Burger Joint
Parque das Nacoes,38.768056,-9.093889,Sakura,38.76760307436542,-9.092283464889807,Sushi Restaurant
Parque das Nacoes,38.768056,-9.093889,D' Bacalhau,38.771296531538596,-9.0922368024778,Seafood Restaurant
Parque das Nacoes,38.768056,-9.093889,Fnac,38.76774941418877,-9.096960268259751,Electronics Store
Parque das Nacoes,38.768056,-9.093889,Passeio das Tágides,38.77075213994916,-9.09216962384191,Park
Parque das Nacoes,38.768056,-9.093889,Bershka,38.767640305069826,-9.096280365666544,Shoe Store
Parque das Nacoes,38.768056,-9.093889,Auditório dos Oceanos,38.76461085711381,-9.096444781961385,Performing Arts Venue
Parque das Nacoes,38.768056,-9.093889,Senhor Peixe,38.771084091053545,-9.092244586600327,Seafood Restaurant
Parque das Nacoes,38.768056,-9.093889,Fitness Hut Parque das Nações,38.77003945313485,-9.092518124562488,Gym
Parque das Nacoes,38.768056,-9.093889,Zero Zero,38.76429735151849,-9.095497367529044,Italian Restaurant
Parque das Nacoes,38.768056,-9.093889,Go Natural,38.767570548783794,-9.096217159922297,Vegetarian / Vegan Restaurant
Parque das Nacoes,38.768056,-9.093889,PREGO D'Pescador,38.770503373392046,-9.092302752090514,Portuguese Restaurant
Parque das Nacoes,38.768056,-9.093889,Portela Cafés,38.76769493584048,-9.096728572733884,Coffee Shop
Parque das Nacoes,38.768056,-9.093889,Zara,38.767216117314206,-9.096136915949254,Clothing Store
Parque das Nacoes,38.768056,-9.093889,Loja Vodafone,38.767700310853535,-9.096769516056098,Mobile Phone Shop
Parque das Nacoes,38.768056,-9.093889,Sky Bar Tivoli,38.766531321379844,-9.098157968305602,Lounge
Parque das Nacoes,38.768056,-9.093889,SushiTime,38.77110592281124,-9.097482694195188,Sushi Restaurant
Parque das Nacoes,38.768056,-9.093889,Häagen-Dazs,38.767633961637735,-9.096330695569721,Ice Cream Shop
Parque das Nacoes,38.768056,-9.093889,La Tagliatella,38.77008106501441,-9.095691608445582,Italian Restaurant
Parque das Nacoes,38.768056,-9.093889,Joshua's Shoarma Grill,38.76760307403238,-9.09631158610323,Falafel Restaurant
Parque das Nacoes,38.768056,-9.093889,Arigato Sushi House,38.763903567305015,-9.095604948440112,Sushi Restaurant
Parque das Nacoes,38.768056,-9.093889,Casino Lisboa,38.76480637876488,-9.096495776127863,Casino
Parque das Nacoes,38.768056,-9.093889,A Loja do Gato Preto,38.767725838611206,-9.096899888232876,Furniture / Home Store
Parque das Nacoes,38.768056,-9.093889,Loja Vodafone - Action Store,38.76613876465939,-9.09612211191305,Electronics Store
Parque das Nacoes,38.768056,-9.093889,Butchers,38.765372293034616,-9.09741383309876,Steakhouse
Parque das Nacoes,38.768056,-9.093889,República da Cerveja,38.768885191422534,-9.092065985942206,Restaurant
Parque das Nacoes,38.768056,-9.093889,Hotel Olissippo Oriente Lisboa,38.76491917098681,-9.097797486248776,Hotel
Parque das Nacoes,38.768056,-9.093889,Kiko Store,38.767836927136955,-9.096958637237549,Cosmetics Shop
Parque das Nacoes,38.768056,-9.093889,H3 Hambúrguer Gourmet,38.76874844066035,-9.096989027200808,Burger Joint
Parque das Nacoes,38.768056,-9.093889,Nike,38.76774,-9.097136,Sporting Goods Shop
Parque das Nacoes,38.768056,-9.093889,Yum-Yum,38.77134739243499,-9.096193352435415,Restaurant
Parque das Nacoes,38.768056,-9.093889,Solinca Health & Fitness Club,38.76775504771576,-9.097277280713152,Gym / Fitness Center
Parque das Nacoes,38.768056,-9.093889,Oficina do Gelado,38.76395719235937,-9.09619008432859,Ice Cream Shop
Parque das Nacoes,38.768056,-9.093889,The Club Steakhouse,38.770095427959504,-9.097915530704803,Steakhouse
Parque das Nacoes,38.768056,-9.093889,Serra da Estrela - Cantinho Regional,38.76775175529667,-9.09631068273544,Portuguese Restaurant
Parque das Nacoes,38.768056,-9.093889,Talho do Mercado,38.767188619138295,-9.09611619323227,Steakhouse
Parque das Nacoes,38.768056,-9.093889,Sephora,38.76772582515389,-9.09684255379075,Cosmetics Shop
Parque das Nacoes,38.768056,-9.093889,Starbucks,38.768755,-9.095954,Coffee Shop
Parque das Nacoes,38.768056,-9.093889,A Padaria Portuguesa,38.771447458817136,-9.097574443792947,Bakery
Parque das Nacoes,38.768056,-9.093889,Ibis Lisboa Parque das Naçoes,38.77109085463529,-9.09723369981838,Hotel
Parque das Nacoes,38.768056,-9.093889,Tivoli Caffè Oriente,38.766916048634634,-9.098199719975328,Hotel Bar
Parque das Nacoes,38.768056,-9.093889,Irish & Co,38.7717072005593,-9.092201585762083,Bar
Parque das Nacoes,38.768056,-9.093889,Pump Fitness Spirit,38.76524524249004,-9.098079933632363,Gym / Fitness Center
Parque das Nacoes,38.768056,-9.093889,Estação do Oriente (Gare do Oriente),38.76786879839118,-9.099078286930176,Train Station
Parque das Nacoes,38.768056,-9.093889,Wok to Walk,38.767746649632,-9.09634249405568,Noodle House
Parque das Nacoes,38.768056,-9.093889,Honorato Hamburgueres Artesanais,38.76404894600557,-9.095529933102958,Burger Joint
Parque das Nacoes,38.768056,-9.093889,Tivoli Oriente,38.766804870957394,-9.098232567972795,Hotel
Parque das Nacoes,38.768056,-9.093889,D'Nata,38.77188582922846,-9.09215087003878,Ice Cream Shop
Parque das Nacoes,38.768056,-9.093889,Wood Sushi,38.770751,-9.097404,Sushi Restaurant
Parque das Nacoes,38.768056,-9.093889,Bertrand,38.76774340234356,-9.097153795072254,Bookstore
Parque das Nacoes,38.768056,-9.093889,Sacoor Brothers,38.767721689079885,-9.096770702702461,Clothing Store
Parque das Nacoes,38.768056,-9.093889,Lobby Bar Tryp Oriente,38.76928317052233,-9.098069071769714,Hotel Bar
Parque das Nacoes,38.768056,-9.093889,Boa Lisboa,38.772278041848466,-9.092100652451649,Portuguese Restaurant
Parque das Nacoes,38.768056,-9.093889,Koko,38.76492807225898,-9.09799699213065,Japanese Restaurant
Parque das Nacoes,38.768056,-9.093889,Loja das Sopas,38.76731007828781,-9.096091741296869,Soup Place
Parque das Nacoes,38.768056,-9.093889,Restaurante D'Avis,38.769769388975746,-9.097819666468151,Portuguese Restaurant
Parque das Nacoes,38.768056,-9.093889,Loja NOS,38.76776485516943,-9.097074226811825,Electronics Store
Parque das Nacoes,38.768056,-9.093889,Subway,38.76783858965124,-9.099396102124244,Sandwich Place
Parque das Nacoes,38.768056,-9.093889,Restaurante Arizona,38.77133327278952,-9.095538013561924,Restaurant
Parque das Nacoes,38.768056,-9.093889,C&A,38.76768856495721,-9.096470722979838,Clothing Store
Parque das Nacoes,38.768056,-9.093889,Capricciosa,38.768761208388035,-9.092117506761374,Pizza Place
Parque das Nacoes,38.768056,-9.093889,Nespresso Boutique,38.767887118089845,-9.097065925598145,Coffee Shop
Parque das Nacoes,38.768056,-9.093889,Arena Lounge,38.76476338673546,-9.096520366511891,Lounge
Parque das Nacoes,38.768056,-9.093889,Cinemas NOS Vasco da Gama,38.76778361031556,-9.097349099232327,Movie Theater
Parque das Nacoes,38.768056,-9.093889,Quanjude,38.769115,-9.09682,Chinese Restaurant
Parque das Nacoes,38.768056,-9.093889,Loja NOS,38.76781814879125,-9.099077304827809,Electronics Store
Parque das Nacoes,38.768056,-9.093889,Lotus Bar & Bistrô,38.769961746679535,-9.09239198874976,Bar
Parque das Nacoes,38.768056,-9.093889,O Papagaio Sem Penas,38.76771794945634,-9.0977062295489,Toy / Game Store
Parque das Nacoes,38.768056,-9.093889,Restaurante Peixaria,38.77096331447724,-9.09222491304406,Seafood Restaurant
Parque das Nacoes,38.768056,-9.093889,Gaijin Sushi Bar,38.77153506797475,-9.0961355734227,Sushi Restaurant
Parque das Nacoes,38.768056,-9.093889,Portela Cafés,38.767826100885316,-9.0990119857876,Coffee Shop
Parque das Nacoes,38.768056,-9.093889,Cooks,38.771672000612284,-9.096076556274548,Portuguese Restaurant
Parque das Nacoes,38.768056,-9.093889,Jardins Garcia de Orta,38.771679112660735,-9.092219676710702,Garden
Parque das Nacoes,38.768056,-9.093889,Azul Profundo,38.76711696725889,-9.092259823177383,Bar
Parque das Nacoes,38.768056,-9.093889,Food Market,38.76951734049092,-9.09778860637947,Restaurant
Parque das Nacoes,38.768056,-9.093889,Onda de Sabores 2,38.76897934519451,-9.095805595578367,Buffet
Parque das Nacoes,38.768056,-9.093889,Cacique,38.76771545410156,-9.09251880645752,BBQ Joint
Parque das Nacoes,38.768056,-9.093889,Taverna Vadia,38.77169892191508,-9.095985457767162,Restaurant
Parque das Nacoes,38.768056,-9.093889,Sea Palace,38.76754,-9.092245,Chinese Restaurant
Parque das Nacoes,38.768056,-9.093889,Centro Náutico Parque das Nações,38.76737764964873,-9.09225997429188,Fountain
Parque das Nacoes,38.768056,-9.093889,Telecabine Lisboa,38.766992264656814,-9.092250644565834,Cable Car
Parque das Nacoes,38.768056,-9.093889,La Rúcula,38.76703648408523,-9.093729624926935,Italian Restaurant
Parque das Nacoes,38.768056,-9.093889,Grande Mundo,38.77102819872485,-9.095690018923761,Chinese Restaurant
Parque das Nacoes,38.768056,-9.093889,Faz Filla,38.77027088063562,-9.09515247545558,Sandwich Place
Parque das Nacoes,38.768056,-9.093889,Bufalo Grill,38.76700722792144,-9.093476334237245,BBQ Joint
Parque das Nacoes,38.768056,-9.093889,Gostos & Sabores,38.771409384475206,-9.096131528123497,Tea Room
Parque das Nacoes,38.768056,-9.093889,Nova Peixaria,38.763904224225286,-9.09552143641135,Portuguese Restaurant
Parque das Nacoes,38.768056,-9.093889,Namur II,38.76985021931721,-9.09770477930759,Café
Parque das Nacoes,38.768056,-9.093889,Telepizza,38.76971689451065,-9.09769682654492,Pizza Place
Parque das Nacoes,38.768056,-9.093889,Mr Lin,38.7714,-9.092151,Chinese Restaurant
Parque das Nacoes,38.768056,-9.093889,Statvs,38.77212375610572,-9.092113174216546,Nightclub
Parque das Nacoes,38.768056,-9.093889,Jardim Garcia de Orta,38.772053,-9.091906,Garden
Parque das Nacoes,38.768056,-9.093889,Art Cafe,38.763871908456245,-9.095547822393273,Mediterranean Restaurant
Penha de Franca,38.73,-9.131667,Miradouro da Penha de França,38.730900461375654,-9.13114469328912,Scenic Lookout
Penha de Franca,38.73,-9.131667,Veganeats Caffe,38.73165,-9.133234,Vegetarian / Vegan Restaurant
Penha de Franca,38.73,-9.131667,Grande Palácio Hong-Kong,38.73123303449708,-9.134153317048295,Chinese Restaurant
Penha de Franca,38.73,-9.131667,Churrasqueira do Zubir,38.72811994027808,-9.134117763043033,BBQ Joint
Penha de Franca,38.73,-9.131667,Vila Garden Guest House,38.730409,-9.134692,Hotel
Penha de Franca,38.73,-9.131667,Leo Restaurante,38.72731503990571,-9.133915454149246,Indian Restaurant
Penha de Franca,38.73,-9.131667,A Padaria Portuguesa,38.732693935797435,-9.130333448194051,Bakery
Penha de Franca,38.73,-9.131667,Miradouro do Monte Agudo,38.72611870295906,-9.131500466890877,Scenic Lookout
Penha de Franca,38.73,-9.131667,Sabores de Gôa,38.72725163160652,-9.13387753535548,Indian Restaurant
Penha de Franca,38.73,-9.131667,Primavera,38.73296062270028,-9.131492695650273,Wings Joint
Penha de Franca,38.73,-9.131667,A Padaria Portuguesa,38.73129481674355,-9.136410122342193,Bakery
Penha de Franca,38.73,-9.131667,Be my Guest,38.73317012249213,-9.13219443393618,Hostel
Penha de Franca,38.73,-9.131667,Pastelaria Monte Rei,38.73129160713948,-9.135208839966783,Café
Penha de Franca,38.73,-9.131667,Pomar Fresco,38.72841474765345,-9.134727637271471,Fruit & Vegetable Store
Penha de Franca,38.73,-9.131667,Restaurante O Raposo,38.72854587902703,-9.13689425520043,Restaurant
Penha de Franca,38.73,-9.131667,Delícia de Arroios,38.73062003250788,-9.136179948803711,Portuguese Restaurant
Penha de Franca,38.73,-9.131667,Continente Bom Dia,38.73375585,-9.13309785,Supermarket
Penha de Franca,38.73,-9.131667,Café Esplanada do Miradouro do Monte Agudo,38.726285737182586,-9.131437471531028,Café
Penha de Franca,38.73,-9.131667,Vasku's Grill,38.72811859052203,-9.136848941319027,Steakhouse
Penha de Franca,38.73,-9.131667,Health & Fun,38.731205874215114,-9.134011789006417,Gym
Penha de Franca,38.73,-9.131667,Polpetta,38.72794013559727,-9.1357400651903,Italian Restaurant
Penha de Franca,38.73,-9.131667,Ambiente hostel,38.72914593446186,-9.134458601474762,Hostel
Penha de Franca,38.73,-9.131667,Zona Franca dos Anjos,38.72647952920865,-9.13289524237001,Café
Penha de Franca,38.73,-9.131667,Hotel Travel Park,38.727165866030525,-9.134800454286937,Hotel
Penha de Franca,38.73,-9.131667,Sintoniza o momento,38.732962779785815,-9.134881776327735,Coffee Shop
Penha de Franca,38.73,-9.131667,My Place - Lisbon Lounge Suite,38.73339869741816,-9.13030200884449,Hotel
Penha de Franca,38.73,-9.131667,Jardim Constantino,38.731012,-9.137064,Garden
Penha de Franca,38.73,-9.131667,Praça Paiva Couceiro,38.73113789444355,-9.12738561630249,Plaza
Penha de Franca,38.73,-9.131667,Franguinho Real,38.730520470660224,-9.136215738653592,Portuguese Restaurant
Penha de Franca,38.73,-9.131667,Portugália,38.73121998230063,-9.134691905217883,Brewery
Penha de Franca,38.73,-9.131667,Praia de Santa Marta,38.732371526498206,-9.132614599602755,Beach
Penha de Franca,38.73,-9.131667,Ali Baba,38.73272341933624,-9.130521252249947,Middle Eastern Restaurant
Penha de Franca,38.73,-9.131667,Restaurante Quionga,38.73294557993105,-9.13179298155031,Portuguese Restaurant
Penha de Franca,38.73,-9.131667,Pingo Doce,38.73206400962834,-9.134362204947431,Supermarket
Penha de Franca,38.73,-9.131667,Restaurante Ideal lisboa,38.72963037558645,-9.134220939249495,Portuguese Restaurant
Penha de Franca,38.73,-9.131667,Mr. Lu,38.729689,-9.135523,Chinese Restaurant
Penha de Franca,38.73,-9.131667,Mercado de Arroios,38.73448509438325,-9.131935797089973,Farmers Market
Penha de Franca,38.73,-9.131667,O Paradouro Residencial,38.73123586096964,-9.134075004514862,Hostel
Penha de Franca,38.73,-9.131667,Hamburgueria Portuguesa,38.727969372831204,-9.135784477911592,Burger Joint
Penha de Franca,38.73,-9.131667,O Domingos,38.72884890676262,-9.136183637226228,Portuguese Restaurant
Penha de Franca,38.73,-9.131667,Flôr do Império,38.732751912138355,-9.130666067380595,Café
Penha de Franca,38.73,-9.131667,Luxe Hotel Lisbon,38.72804105873334,-9.136698787726079,Hotel
Penha de Franca,38.73,-9.131667,Empire Lisbon Hotel,38.73245936500926,-9.134259104214976,Hotel
Penha de Franca,38.73,-9.131667,Pastelaria Lido,38.73325893616713,-9.132626135353378,Café
Penha de Franca,38.73,-9.131667,Cova Funda,38.732004877750896,-9.127955021928546,Snack Place
Penha de Franca,38.73,-9.131667,O Telheirinho,38.73079602705509,-9.136366952641964,Portuguese Restaurant
Penha de Franca,38.73,-9.131667,Cantinho do Táxi,38.7309442575647,-9.127735662264788,Portuguese Restaurant
Penha de Franca,38.73,-9.131667,Docel,38.73289758243496,-9.135141290330832,Pastry Shop
Penha de Franca,38.73,-9.131667,Pingo Doce,38.73446542724692,-9.131899941940043,Supermarket
Penha de Franca,38.73,-9.131667,Telepizza,38.73180951405809,-9.13517504891427,Pizza Place
Penha de Franca,38.73,-9.131667,New Wok,38.73180658536712,-9.134405589737257,Asian Restaurant
Penha de Franca,38.73,-9.131667,TSAR Hotel Lisbon,38.7294069689316,-9.13480375687372,Hotel
Penha de Franca,38.73,-9.131667,Kingpin Books,38.728962,-9.134799,Comic Shop
Penha de Franca,38.73,-9.131667,Sabores do Metro,38.73447169448237,-9.131905496345272,Bakery
Penha de Franca,38.73,-9.131667,Minipreço,38.72752788128333,-9.134835722540755,Miscellaneous Shop
Penha de Franca,38.73,-9.131667,Lovelisbon,38.72920436452413,-9.136132757166166,Food Truck
Santa Clara,38.78527800000001,-9.145,Old Racers,38.784079,-9.143653,Auto Garage
Santa Clara,38.78527800000001,-9.145,A Cascata,38.78415123341596,-9.142931724362171,Portuguese Restaurant
Santa Clara,38.78527800000001,-9.145,PRIO,38.78826,-9.14639,Gas Station
Santa Clara,38.78527800000001,-9.145,Frango Real,38.78797173221025,-9.142018316002533,BBQ Joint
Santa Clara,38.78527800000001,-9.145,Recreativo Águias Da Musgueira,38.782659167781226,-9.1483096949839,Brewery
Santa Maria Maior,38.712778,-9.135556,Caxemira,38.713507113740306,-9.136886719248077,Indian Restaurant
Santa Maria Maior,38.712778,-9.135556,Miradouro do Castelo de São Jorge,38.712525166207804,-9.133069553433598,Scenic Lookout
Santa Maria Maior,38.712778,-9.135556,Castelo de São Jorge,38.71256801224433,-9.133398200408402,Castle
Santa Maria Maior,38.712778,-9.135556,Boutique Taberna,38.7127345797866,-9.135841107603584,Café
Santa Maria Maior,38.712778,-9.135556,Hotel Santa Justa,38.71269209554096,-9.138044937463288,Hotel
Santa Maria Maior,38.712778,-9.135556,Trigueirinho,38.71389975529131,-9.13577053547932,Portuguese Restaurant
Santa Maria Maior,38.712778,-9.135556,Tasca Zé dos Cornos,38.71407444738299,-9.136247863015903,Portuguese Restaurant
Santa Maria Maior,38.712778,-9.135556,Floresta das Escadinhas,38.712703422559684,-9.136416521429727,Portuguese Restaurant
Santa Maria Maior,38.712778,-9.135556,Praça da Figueira,38.7137333150946,-9.137932427547357,Plaza
Santa Maria Maior,38.712778,-9.135556,Wine With a View,38.712992297019674,-9.133862960376247,Food Truck
Santa Maria Maior,38.712778,-9.135556,Hostel Inn possible,38.71236373682531,-9.135905967447819,Hostel
Santa Maria Maior,38.712778,-9.135556,Garrafeira Nacional,38.71265584788937,-9.137133929631776,Wine Shop
Santa Maria Maior,38.712778,-9.135556,Eight - The Health Lounge,38.71364202777613,-9.13741112377409,Coffee Shop
Santa Maria Maior,38.712778,-9.135556,Empanada Union,38.713572417259954,-9.135550260543823,Empanada Restaurant
Santa Maria Maior,38.712778,-9.135556,Chapitô,38.71140991147003,-9.133896693079338,Bar
Santa Maria Maior,38.712778,-9.135556,Lisboa Tejo Hotel,38.71362,-9.136734,Hotel
Santa Maria Maior,38.712778,-9.135556,Hotel Portugal,38.714399842767484,-9.13686492072406,Hotel
Santa Maria Maior,38.712778,-9.135556,Frutaria,38.71321260045126,-9.136978003467334,Coffee Shop
Santa Maria Maior,38.712778,-9.135556,Fábrica Lisboa,38.710998,-9.13563,Bakery
Santa Maria Maior,38.712778,-9.135556,O Eurico,38.712663540088194,-9.135527744682799,Portuguese Restaurant
Santa Maria Maior,38.712778,-9.135556,Fabrica da Nata - Rua Augusta,38.71270362914383,-9.138491909397645,Café
Santa Maria Maior,38.712778,-9.135556,O Corvo,38.713972825398926,-9.13572149079337,Breakfast Spot
Santa Maria Maior,38.712778,-9.135556,Amorino,38.71180704785086,-9.138144356649724,Ice Cream Shop
Santa Maria Maior,38.712778,-9.135556,We Love F****** Tourists,38.71318127825821,-9.136991571671546,Hostel
Santa Maria Maior,38.712778,-9.135556,Espumantaria do Petisco,38.71215945213107,-9.13470108693222,Wine Bar
Santa Maria Maior,38.712778,-9.135556,The Beautique Hotel,38.713518905622536,-9.137683490852794,Hotel
Santa Maria Maior,38.712778,-9.135556,Home Lisbon Hostel,38.710544539177334,-9.136180303413738,Hostel
Santa Maria Maior,38.712778,-9.135556,Caximbar,38.71207906236558,-9.134503225736266,Lounge
Santa Maria Maior,38.712778,-9.135556,O'Ninho,38.713033,-9.135706,Breakfast Spot
Santa Maria Maior,38.712778,-9.135556,Wine-Bar do Castelo,38.71191739391821,-9.132853180175042,Wine Bar
Santa Maria Maior,38.712778,-9.135556,Pastelaria Santo Antonio,38.71151995650182,-9.132966565304683,Café
Santa Maria Maior,38.712778,-9.135556,Tentações de Goa,38.71436282008071,-9.135991703646749,Indian Restaurant
Santa Maria Maior,38.712778,-9.135556,Navegadoors,38.711675304586294,-9.13822915788981,Restaurant
Santa Maria Maior,38.712778,-9.135556,Brown ´s Hotel Central,38.711454005753275,-9.13837535315375,Hotel
Santa Maria Maior,38.712778,-9.135556,O Arco,38.71183613418361,-9.13856544668457,Portuguese Restaurant
